** CONVERTED FROM ss00r01.edf using edfapi 4.2.762.0 Linux   standalone Jul 20 2023 on Thu Oct 17 13:11:11 2024
** DATE: Sat Oct 12 03:26:32 2024
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v4.51 Mar 13 2010
** CAMERA: EyeLink CL-OL HEAD Version 1.0 Sensor=BH9
** SERIAL NUMBER: CLO-ZAD17
** CAMERA_CONFIG: ZAD17140.SCD
**

MSG	1207252 DISPLAY_COORDS  0 0 1919 1079
MSG	1207264 RECCFG CR 1000 1 1 L
MSG	1207264 ELCLCFG TOWER
MSG	1207264 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	1207264 THRESHOLDS L 58 218
MSG	1207264 ELCL_PROC ELLIPSE  (5)
MSG	1207264 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
MSG	1207265 !MODE RECORD CR 1000 1 1 L
START	1207266 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	1000.00	TRACKING	CR	FILTER	1
SAMPLES	GAZE	LEFT	RATE	1000.00	TRACKING	CR	FILTER	1
1212765	  751.3	  560.3	 2643.0	...
1212766	  751.5	  559.0	 2642.0	...
1212767	  750.4	  552.9	 2630.0	...
1212768	  750.9	  552.9	 2628.0	...
1212769	  750.9	  553.5	 2628.0	...
1212770	  750.9	  553.5	 2628.0	...
1212771	  750.7	  555.7	 2635.0	...
1212772	  750.6	  555.8	 2643.0	...
1212773	  749.8	  555.8	 2650.0	...
1212774	  749.9	  554.9	 2650.0	...
1212775	  750.6	  554.0	 2646.0	...
1212776	  751.1	  554.1	 2645.0	...
1212777	  751.0	  554.1	 2645.0	...
1212778	  751.3	  552.0	 2645.0	...
1212779	  751.1	  550.8	 2643.0	...
1212780	  751.0	  551.1	 2643.0	...
1212781	  752.4	  551.4	 2653.0	...
1212782	  752.3	  551.9	 2653.0	...
1212783	  752.7	  552.5	 2645.0	...
1212784	  752.4	  554.5	 2645.0	...
1212785	  752.1	  554.2	 2645.0	...
1212786	  751.9	  553.9	 2644.0	...
1212787	  752.3	  553.9	 2644.0	...
1212788	  752.1	  556.4	 2644.0	...
1212789	  750.5	  556.4	 2641.0	...
1212790	  750.5	  556.7	 2642.0	...
EFIX L   1212561	1212790	230	  748.6	  547.3	   2627
SSACC L  1212791
1212791	  750.8	  557.0	 2642.0	...
1212792	  750.3	  561.6	 2642.0	...
1212793	  750.5	  560.1	 2638.0	...
1212794	  749.8	  560.0	 2634.0	...
1212795	  748.3	  567.9	 2634.0	...
1212796	  747.3	  572.5	 2629.0	...
1212797	  746.4	  575.6	 2629.0	...
1212798	  746.0	  574.8	 2638.0	...
1212799	  744.8	  574.8	 2647.0	...
1212800	  743.8	  583.1	 2654.0	...
1212801	  744.3	  585.0	 2654.0	...
1212802	  744.5	  588.3	 2656.0	...
1212803	  744.0	  591.5	 2657.0	...
ESACC L  1212791	1212803	13	  750.5	  558.4	  744.1	  591.0	   0.83	     77
SFIX L   1212804
1212804	  743.8	  593.3	 2662.0	...
1212805	  745.2	  592.7	 2679.0	...
1212806	  745.2	  592.7	 2679.0	...
1212807	  744.6	  597.2	 2676.0	...
1212808	  744.8	  597.2	 2672.0	...
1212809	  745.9	  589.4	 2676.0	...
1212810	  747.1	  589.4	 2676.0	...
1212811	  747.1	  588.9	 2676.0	...
1212812	  747.5	  588.9	 2676.0	...
1212813	  747.9	  588.6	 2676.0	...
1212814	  747.9	  588.6	 2663.0	...
1212815	  746.0	  588.5	 2663.0	...
1212816	  746.3	  586.3	 2675.0	...
1212817	  746.1	  586.3	 2672.0	...
1212818	  746.3	  584.0	 2672.0	...
1212819	  746.5	  584.0	 2672.0	...
1212820	  746.5	  585.6	 2669.0	...
1212821	  748.7	  585.7	 2659.0	...
1212822	  749.0	  583.0	 2659.0	...
1212823	  749.2	  583.0	 2659.0	...
1212824	  749.2	  583.5	 2659.0	...
1212825	  747.1	  583.8	 2662.0	...
1212826	  747.1	  583.9	 2665.0	...
1212827	  745.6	  583.8	 2664.0	...
1212828	  745.3	  583.8	 2663.0	...
1212829	  745.1	  585.1	 2670.0	...
1212830	  745.7	  585.1	 2678.0	...
1212831	  746.3	  585.3	 2678.0	...
1212832	  748.0	  585.4	 2679.0	...
1212833	  749.4	  586.1	 2679.0	...
1212834	  749.4	  586.1	 2679.0	...
1212835	  747.5	  583.5	 2679.0	...
1212836	  747.5	  583.5	 2680.0	...
1212837	  747.0	  583.5	 2680.0	...
1212838	  746.5	  583.5	 2681.0	...
1212839	  746.4	  583.7	 2681.0	...
1212840	  745.2	  583.9	 2679.0	...
1212841	  745.2	  583.4	 2678.0	...
1212842	  746.6	  583.4	 2678.0	...
1212843	  747.2	  591.1	 2680.0	...
1212844	  747.8	  591.1	 2680.0	...
1212845	  748.0	  589.4	 2680.0	...
1212846	  748.4	  588.0	 2673.0	...
1212847	  748.4	  588.0	 2666.0	...
1212848	  747.9	  588.2	 2666.0	...
1212849	  748.0	  588.2	 2683.0	...
1212850	  748.0	  588.2	 2682.0	...
1212851	  747.3	  586.7	 2682.0	...
1212852	  747.0	  585.2	 2682.0	...
1212853	  746.8	  585.2	 2683.0	...
1212854	  746.4	  587.1	 2683.0	...
1212855	  745.7	  587.1	 2683.0	...
1212856	  743.4	  582.7	 2669.0	...
1212857	  743.4	  582.7	 2672.0	...
1212858	  748.0	  588.0	 2674.0	...
1212859	  748.0	  588.0	 2675.0	...
1212860	  747.7	  587.8	 2675.0	...
1212861	  748.1	  587.7	 2682.0	...
1212862	  748.0	  588.9	 2682.0	...
1212863	  747.8	  590.2	 2678.0	...
1212864	  747.8	  590.2	 2674.0	...
1212865	  747.7	  588.4	 2674.0	...
1212866	  747.3	  588.9	 2674.0	...
1212867	  747.3	  589.4	 2690.0	...
1212868	  747.0	  588.6	 2690.0	...
1212869	  746.7	  587.8	 2673.0	...
1212870	  746.8	  587.0	 2673.0	...
1212871	  748.8	  587.3	 2690.0	...
1212872	  748.8	  587.3	 2690.0	...
1212873	  748.7	  587.3	 2693.0	...
1212874	  748.7	  586.8	 2691.0	...
1212875	  747.0	  586.2	 2689.0	...
1212876	  746.8	  587.9	 2685.0	...
1212877	  746.6	  589.5	 2685.0	...
1212878	  745.9	  589.5	 2682.0	...
1212879	  745.3	  588.8	 2682.0	...
1212880	  745.4	  588.1	 2685.0	...
1212881	  744.7	  587.8	 2685.0	...
1212882	  744.7	  587.8	 2685.0	...
1212883	  744.7	  587.8	 2685.0	...
1212884	  745.1	  584.6	 2685.0	...
1212885	  744.5	  584.6	 2685.0	...
1212886	  744.2	  587.7	 2676.0	...
1212887	  746.6	  587.8	 2676.0	...
1212888	  746.4	  588.5	 2681.0	...
1212889	  746.3	  589.2	 2685.0	...
1212890	  748.0	  589.3	 2680.0	...
1212891	  748.0	  589.0	 2675.0	...
1212892	  745.2	  588.5	 2675.0	...
1212893	  746.0	  581.7	 2682.0	...
1212894	  746.4	  581.7	 2684.0	...
1212895	  746.0	  584.8	 2685.0	...
1212896	  745.6	  588.2	 2694.0	...
1212897	  745.6	  588.2	 2694.0	...
1212898	  744.0	  588.2	 2696.0	...
1212899	  744.2	  587.1	 2696.0	...
1212900	  748.5	  587.3	 2696.0	...
1212901	  747.9	  592.1	 2688.0	...
1212902	  748.6	  592.1	 2681.0	...
1212903	  749.6	  583.8	 2681.0	...
1212904	  748.8	  583.8	 2683.0	...
1212905	  748.7	  584.5	 2684.0	...
1212906	  749.1	  585.3	 2679.0	...
1212907	  748.7	  588.2	 2679.0	...
1212908	  748.2	  591.9	 2707.0	...
1212909	  746.7	  591.9	 2707.0	...
1212910	  746.9	  590.0	 2688.0	...
1212911	  747.1	  590.0	 2688.0	...
1212912	  747.4	  590.1	 2695.0	...
1212913	  748.6	  589.1	 2695.0	...
1212914	  748.7	  588.0	 2695.0	...
1212915	  749.4	  588.0	 2703.0	...
1212916	  748.7	  594.0	 2703.0	...
1212917	  749.6	  594.1	 2703.0	...
1212918	  749.6	  593.8	 2705.0	...
1212919	  748.9	  593.5	 2705.0	...
1212920	  748.0	  594.2	 2703.0	...
1212921	  748.0	  594.2	 2702.0	...
1212922	  748.4	  590.7	 2696.0	...
1212923	  747.7	  587.9	 2696.0	...
1212924	  747.7	  587.7	 2698.0	...
1212925	  747.7	  587.7	 2701.0	...
1212926	  747.7	  587.4	 2711.0	...
1212927	  747.3	  587.0	 2711.0	...
1212928	  747.3	  587.0	 2709.0	...
1212929	  747.7	  583.5	 2708.0	...
1212930	  749.6	  583.6	 2708.0	...
1212931	  749.2	  584.5	 2708.0	...
1212932	  748.8	  585.5	 2708.0	...
1212933	  748.5	  589.0	 2708.0	...
1212934	  748.5	  588.9	 2708.0	...
1212935	  748.2	  588.6	 2712.0	...
1212936	  748.3	  587.6	 2712.0	...
1212937	  748.3	  587.6	 2712.0	...
1212938	  747.7	  593.7	 2712.0	...
1212939	  747.7	  593.7	 2712.0	...
1212940	  748.2	  588.3	 2707.0	...
1212941	  748.0	  588.3	 2707.0	...
1212942	  748.0	  584.5	 2707.0	...
1212943	  748.0	  584.5	 2709.0	...
1212944	  749.0	  586.4	 2709.0	...
1212945	  748.6	  588.3	 2709.0	...
1212946	  748.5	  587.9	 2709.0	...
1212947	  748.5	  587.9	 2713.0	...
1212948	  747.8	  587.5	 2714.0	...
1212949	  747.9	  587.1	 2714.0	...
1212950	  748.2	  587.1	 2692.0	...
1212951	  748.2	  587.1	 2692.0	...
1212952	  748.2	  587.1	 2694.0	...
1212953	  748.2	  587.2	 2697.0	...
1212954	  746.9	  592.5	 2700.0	...
1212955	  746.9	  592.5	 2700.0	...
1212956	  747.0	  591.5	 2705.0	...
1212957	  747.1	  590.6	 2704.0	...
1212958	  747.0	  591.0	 2704.0	...
1212959	  746.5	  590.9	 2704.0	...
1212960	  746.6	  590.2	 2704.0	...
1212961	  746.5	  590.5	 2720.0	...
1212962	  746.5	  590.8	 2720.0	...
1212963	  746.5	  590.8	 2710.0	...
1212964	  747.0	  586.3	 2710.0	...
1212965	  744.7	  586.2	 2704.0	...
1212966	  744.3	  589.5	 2704.0	...
1212967	  745.1	  589.5	 2704.0	...
1212968	  745.9	  589.5	 2716.0	...
1212969	  746.8	  590.1	 2716.0	...
1212970	  746.8	  590.1	 2710.0	...
1212971	  747.1	  590.1	 2709.0	...
1212972	  747.5	  589.8	 2709.0	...
1212973	  747.5	  589.8	 2709.0	...
1212974	  743.7	  589.3	 2710.0	...
1212975	  743.7	  589.0	 2710.0	...
1212976	  746.7	  589.1	 2710.0	...
1212977	  746.7	  589.1	 2716.0	...
1212978	  746.3	  589.1	 2711.0	...
1212979	  746.3	  588.7	 2706.0	...
1212980	  745.7	  588.7	 2702.0	...
1212981	  745.5	  590.5	 2702.0	...
1212982	  744.5	  590.5	 2706.0	...
1212983	  744.6	  590.5	 2706.0	...
1212984	  744.6	  591.9	 2706.0	...
1212985	  744.6	  591.9	 2703.0	...
1212986	  744.1	  591.6	 2703.0	...
1212987	  744.1	  591.4	 2708.0	...
1212988	  745.2	  591.4	 2708.0	...
1212989	  744.8	  591.4	 2703.0	...
1212990	  744.6	  592.4	 2703.0	...
1212991	  746.1	  592.4	 2710.0	...
1212992	  746.4	  589.6	 2709.0	...
1212993	  746.2	  589.6	 2709.0	...
1212994	  746.2	  588.0	 2710.0	...
1212995	  744.5	  587.9	 2710.0	...
1212996	  742.8	  586.8	 2711.0	...
1212997	  742.8	  586.8	 2711.0	...
1212998	  744.8	  588.3	 2711.0	...
1212999	  743.8	  589.9	 2726.0	...
1213000	  743.6	  591.5	 2722.0	...
1213001	  743.8	  591.1	 2717.0	...
1213002	  743.9	  590.7	 2717.0	...
1213003	  744.3	  587.8	 2717.0	...
1213004	  744.3	  587.8	 2724.0	...
1213005	  744.4	  588.2	 2724.0	...
1213006	  744.3	  588.5	 2723.0	...
1213007	  744.6	  586.5	 2721.0	...
1213008	  744.6	  586.5	 2721.0	...
1213009	  744.5	  592.2	 2718.0	...
1213010	  745.3	  591.0	 2718.0	...
1213011	  745.4	  589.7	 2718.0	...
1213012	  743.1	  589.6	 2718.0	...
1213013	  742.6	  594.2	 2719.0	...
1213014	  742.9	  594.3	 2719.0	...
1213015	  742.4	  595.9	 2721.0	...
1213016	  742.4	  595.9	 2727.0	...
1213017	  744.0	  596.9	 2726.0	...
1213018	  744.0	  596.9	 2726.0	...
1213019	  743.4	  596.8	 2728.0	...
1213020	  743.6	  596.2	 2730.0	...
1213021	  743.7	  595.6	 2747.0	...
EFIX L   1212804	1213021	218	  746.6	  588.6	   2695
SSACC L  1213022
1213022	  742.3	  596.1	 2747.0	...
1213023	  742.4	  596.1	 2747.0	...
1213024	  743.2	  590.5	 2796.0	...
1213025	  743.2	  590.5	 2796.0	...
1213026	  744.1	  582.7	 2821.0	...
1213027	  745.0	  582.7	 2821.0	...
1213028	  744.3	  589.1	 2797.0	...
1213029	  743.8	  593.2	 2766.0	...
1213030	  741.5	  607.1	 2721.0	...
1213031	  737.9	  631.9	 2652.0	...
1213032	  729.7	  649.7	 2576.0	...
1213033	  722.7	  707.8	 2445.0	...
1213034	  720.4	  725.6	 2397.0	...
1213035	  716.5	  791.9	 2264.0	...
1213036	  708.7	  885.7	 2039.0	...
1213037	  705.6	  931.7	 1957.0	...
1213038	  700.2	  994.6	 1871.0	...
1213039	  669.4	 1246.8	 1437.0	...
1213040	  676.9	 1302.0	 1347.0	...
1213041	  671.7	 1359.5	 1259.0	...
1213042	  671.1	 1426.5	 1167.0	...
1213043	  665.9	 1499.1	 1064.0	...
1213044	  665.9	 1499.1	 1064.0	...
SBLINK L 1213045
1213045	   .	   .	    0.0	...
1213046	   .	   .	    0.0	...
1213047	   .	   .	    0.0	...
1213048	   .	   .	    0.0	...
1213049	   .	   .	    0.0	...
1213050	   .	   .	    0.0	...
1213051	   .	   .	    0.0	...
1213052	   .	   .	    0.0	...
1213053	   .	   .	    0.0	...
1213054	   .	   .	    0.0	...
1213055	   .	   .	    0.0	...
1213056	   .	   .	    0.0	...
1213057	   .	   .	    0.0	...
1213058	   .	   .	    0.0	...
1213059	   .	   .	    0.0	...
1213060	   .	   .	    0.0	...
1213061	   .	   .	    0.0	...
1213062	   .	   .	    0.0	...
1213063	   .	   .	    0.0	...
1213064	   .	   .	    0.0	...
1213065	   .	   .	    0.0	...
1213066	   .	   .	    0.0	...
1213067	   .	   .	    0.0	...
1213068	   .	   .	    0.0	...
1213069	   .	   .	    0.0	...
1213070	   .	   .	    0.0	...
1213071	   .	   .	    0.0	...
1213072	   .	   .	    0.0	...
1213073	   .	   .	    0.0	...
1213074	   .	   .	    0.0	...
1213075	   .	   .	    0.0	...
1213076	   .	   .	    0.0	...
1213077	   .	   .	    0.0	...
1213078	   .	   .	    0.0	...
1213079	   .	   .	    0.0	...
1213080	   .	   .	    0.0	...
1213081	   .	   .	    0.0	...
1213082	   .	   .	    0.0	...
1213083	   .	   .	    0.0	...
1213084	   .	   .	    0.0	...
1213085	   .	   .	    0.0	...
1213086	   .	   .	    0.0	...
1213087	   .	   .	    0.0	...
1213088	   .	   .	    0.0	...
1213089	   .	   .	    0.0	...
1213090	   .	   .	    0.0	...
1213091	   .	   .	    0.0	...
1213092	   .	   .	    0.0	...
1213093	   .	   .	    0.0	...
1213094	   .	   .	    0.0	...
1213095	   .	   .	    0.0	...
1213096	   .	   .	    0.0	...
1213097	   .	   .	    0.0	...
1213098	   .	   .	    0.0	...
1213099	   .	   .	    0.0	...
EBLINK L 1213045	1213099	55
1213100	  667.9	 1445.7	 1076.0	...
1213101	  667.9	 1445.7	 1076.0	...
1213102	  672.1	 1411.2	 1123.0	...
1213103	  681.5	 1362.6	 1165.0	...
1213104	  683.6	 1346.0	 1220.0	...
1213105	  686.4	 1308.2	 1248.0	...
1213106	  687.3	 1285.0	 1304.0	...
1213107	  692.6	 1245.2	 1349.0	...
1213108	  696.2	 1218.0	 1403.0	...
1213109	  719.7	 1000.2	 1778.0	...
1213110	  721.6	  967.8	 1806.0	...
1213111	  722.1	  945.0	 1868.0	...
1213112	  722.9	  899.3	 1967.0	...
1213113	  716.8	  885.2	 1971.0	...
1213114	  721.0	  860.0	 2046.0	...
1213115	  726.3	  826.2	 2087.0	...
1213116	  728.1	  812.7	 2109.0	...
1213117	  717.3	  767.7	 2233.0	...
1213118	  719.5	  750.6	 2252.0	...
1213119	  719.1	  720.6	 2338.0	...
1213120	  717.5	  713.2	 2356.0	...
1213121	  723.0	  669.3	 2462.0	...
1213122	  726.0	  644.4	 2533.0	...
1213123	  726.0	  644.1	 2533.0	...
1213124	  728.7	  619.7	 2603.0	...
1213125	  729.0	  617.2	 2603.0	...
1213126	  731.2	  616.9	 2649.0	...
1213127	  733.4	  598.8	 2684.0	...
1213128	  736.0	  583.4	 2702.0	...
1213129	  734.3	  583.9	 2736.0	...
1213130	  734.3	  583.9	 2736.0	...
1213131	  741.1	  571.1	 2778.0	...
1213132	  741.8	  571.1	 2807.0	...
1213133	  741.9	  570.1	 2805.0	...
1213134	  742.0	  569.0	 2802.0	...
1213135	  741.4	  570.9	 2802.0	...
1213136	  740.9	  570.9	 2829.0	...
ESACC L  1213022	1213136	115	  742.8	  596.0	  741.2	  570.5	   0.64	   1344
SFIX L   1213137
1213137	  741.2	  569.8	 2827.0	...
1213138	  741.4	  568.7	 2825.0	...
1213139	  738.0	  567.1	 2825.0	...
1213140	  738.0	  567.1	 2825.0	...
1213141	  739.7	  569.5	 2795.0	...
1213142	  739.5	  570.9	 2795.0	...
1213143	  738.7	  570.8	 2802.0	...
1213144	  738.0	  570.2	 2808.0	...
1213145	  738.5	  570.2	 2808.0	...
1213146	  738.2	  572.3	 2806.0	...
1213147	  737.2	  574.3	 2813.0	...
1213148	  735.2	  584.0	 2818.0	...
1213149	  732.9	  584.1	 2818.0	...
1213150	  732.8	  584.1	 2799.0	...
1213151	  732.3	  586.7	 2805.0	...
1213152	  732.7	  588.4	 2805.0	...
1213153	  732.6	  588.4	 2788.0	...
1213154	  732.6	  588.4	 2788.0	...
1213155	  732.6	  588.4	 2772.0	...
1213156	  733.1	  588.7	 2771.0	...
1213157	  733.1	  588.7	 2771.0	...
1213158	  730.7	  588.6	 2770.0	...
1213159	  730.7	  588.6	 2770.0	...
1213160	  731.8	  588.8	 2769.0	...
1213161	  731.6	  588.7	 2769.0	...
1213162	  731.3	  588.7	 2769.0	...
1213163	  727.9	  588.4	 2770.0	...
1213164	  727.9	  588.4	 2771.0	...
1213165	  730.9	  588.0	 2771.0	...
1213166	  730.1	  587.9	 2763.0	...
1213167	  730.4	  587.9	 2763.0	...
1213168	  729.7	  593.9	 2766.0	...
1213169	  729.7	  593.9	 2768.0	...
1213170	  729.7	  593.9	 2768.0	...
1213171	  729.4	  592.9	 2762.0	...
1213172	  729.6	  591.9	 2762.0	...
1213173	  729.2	  591.9	 2778.0	...
1213174	  729.2	  591.4	 2778.0	...
1213175	  729.2	  591.4	 2756.0	...
1213176	  729.0	  592.9	 2756.0	...
1213177	  728.6	  595.8	 2755.0	...
1213178	  729.1	  596.1	 2755.0	...
1213179	  728.9	  597.2	 2769.0	...
1213180	  728.5	  597.2	 2769.0	...
1213181	  728.3	  597.1	 2773.0	...
1213182	  728.2	  597.0	 2772.0	...
1213183	  726.4	  595.0	 2772.0	...
1213184	  726.9	  595.8	 2772.0	...
1213185	  727.5	  595.8	 2772.0	...
1213186	  727.0	  598.0	 2778.0	...
1213187	  727.0	  598.0	 2778.0	...
1213188	  728.8	  595.3	 2780.0	...
1213189	  728.8	  595.3	 2780.0	...
1213190	  728.0	  595.3	 2781.0	...
1213191	  727.1	  596.3	 2781.0	...
1213192	  727.0	  597.3	 2769.0	...
1213193	  726.6	  600.7	 2769.0	...
1213194	  726.5	  600.7	 2769.0	...
1213195	  726.0	  604.9	 2771.0	...
1213196	  726.3	  605.0	 2771.0	...
1213197	  727.1	  595.1	 2771.0	...
1213198	  727.1	  595.1	 2771.0	...
1213199	  725.6	  594.8	 2771.0	...
1213200	  725.6	  594.8	 2775.0	...
1213201	  728.5	  595.6	 2775.0	...
1213202	  728.2	  596.2	 2775.0	...
1213203	  728.1	  595.4	 2769.0	...
1213204	  727.9	  594.6	 2768.0	...
1213205	  727.7	  594.6	 2768.0	...
1213206	  727.8	  598.4	 2765.0	...
1213207	  727.8	  598.4	 2766.0	...
1213208	  725.8	  598.3	 2766.0	...
1213209	  725.7	  599.0	 2768.0	...
1213210	  725.7	  599.0	 2768.0	...
1213211	  727.1	  600.4	 2767.0	...
1213212	  727.1	  600.4	 2767.0	...
1213213	  725.4	  600.6	 2767.0	...
1213214	  725.4	  600.6	 2771.0	...
1213215	  725.6	  598.7	 2775.0	...
1213216	  725.5	  598.7	 2768.0	...
1213217	  725.3	  599.8	 2761.0	...
1213218	  725.5	  600.5	 2761.0	...
1213219	  725.7	  600.5	 2761.0	...
1213220	  726.4	  600.7	 2761.0	...
1213221	  727.7	  601.0	 2778.0	...
1213222	  727.8	  600.1	 2778.0	...
1213223	  725.1	  599.1	 2778.0	...
1213224	  725.5	  595.4	 2757.0	...
1213225	  727.9	  595.6	 2757.0	...
1213226	  727.2	  602.3	 2751.0	...
1213227	  727.0	  602.3	 2751.0	...
1213228	  726.9	  601.8	 2764.0	...
1213229	  727.1	  599.8	 2764.0	...
1213230	  728.1	  595.2	 2761.0	...
1213231	  728.1	  595.2	 2761.0	...
1213232	  728.5	  597.9	 2760.0	...
1213233	  728.3	  599.4	 2759.0	...
1213234	  723.0	  599.1	 2759.0	...
1213235	  722.6	  602.7	 2754.0	...
1213236	  726.1	  602.9	 2754.0	...
1213237	  725.9	  604.5	 2756.0	...
1213238	  725.4	  604.4	 2756.0	...
1213239	  725.6	  603.0	 2752.0	...
1213240	  725.0	  601.6	 2752.0	...
1213241	  724.2	  602.2	 2758.0	...
1213242	  723.5	  602.2	 2763.0	...
1213243	  723.4	  603.0	 2761.0	...
1213244	  723.6	  603.0	 2761.0	...
1213245	  723.9	  603.2	 2776.0	...
1213246	  723.9	  603.2	 2776.0	...
1213247	  722.5	  604.1	 2768.0	...
1213248	  722.5	  604.0	 2768.0	...
1213249	  725.0	  604.0	 2768.0	...
1213250	  725.2	  602.6	 2768.0	...
1213251	  725.2	  602.6	 2761.0	...
1213252	  725.2	  599.3	 2761.0	...
1213253	  725.2	  599.3	 2762.0	...
1213254	  724.0	  599.2	 2762.0	...
1213255	  724.0	  599.2	 2762.0	...
1213256	  724.3	  598.3	 2768.0	...
1213257	  724.6	  597.5	 2768.0	...
1213258	  725.3	  597.5	 2767.0	...
1213259	  725.4	  603.7	 2766.0	...
1213260	  725.6	  603.7	 2766.0	...
1213261	  725.7	  603.2	 2765.0	...
1213262	  722.4	  602.6	 2764.0	...
1213263	  722.5	  602.1	 2745.0	...
1213264	  726.1	  601.9	 2745.0	...
1213265	  726.1	  601.9	 2771.0	...
1213266	  725.6	  602.4	 2771.0	...
1213267	  725.6	  602.4	 2773.0	...
1213268	  725.5	  601.6	 2774.0	...
1213269	  725.3	  601.3	 2780.0	...
1213270	  725.4	  601.1	 2780.0	...
1213271	  725.4	  601.1	 2773.0	...
1213272	  725.4	  601.1	 2766.0	...
1213273	  725.3	  601.9	 2766.0	...
1213274	  725.2	  602.7	 2783.0	...
1213275	  725.2	  602.7	 2783.0	...
1213276	  725.2	  603.2	 2777.0	...
1213277	  723.5	  603.6	 2777.0	...
1213278	  723.5	  603.6	 2771.0	...
1213279	  726.1	  603.9	 2771.0	...
1213280	  725.9	  603.9	 2775.0	...
1213281	  726.3	  600.8	 2775.0	...
1213282	  726.3	  600.8	 2775.0	...
1213283	  724.7	  600.7	 2774.0	...
1213284	  724.7	  600.6	 2774.0	...
1213285	  724.7	  600.6	 2793.0	...
1213286	  724.6	  597.5	 2793.0	...
1213287	  724.1	  597.5	 2793.0	...
1213288	  723.8	  600.1	 2797.0	...
1213289	  724.7	  600.1	 2797.0	...
1213290	  724.7	  600.1	 2793.0	...
1213291	  724.7	  600.4	 2788.0	...
1213292	  725.6	  600.4	 2784.0	...
1213293	  726.2	  600.5	 2784.0	...
1213294	  726.5	  598.4	 2784.0	...
1213295	  725.2	  599.2	 2783.0	...
1213296	  725.1	  600.0	 2780.0	...
1213297	  724.0	  602.3	 2780.0	...
1213298	  723.2	  602.2	 2780.0	...
1213299	  723.3	  601.2	 2765.0	...
1213300	  723.3	  600.1	 2765.0	...
1213301	  723.2	  600.6	 2772.0	...
1213302	  723.4	  600.7	 2765.0	...
1213303	  723.7	  600.1	 2764.0	...
1213304	  723.1	  600.1	 2764.0	...
1213305	  723.1	  600.5	 2783.0	...
1213306	  724.0	  600.6	 2783.0	...
1213307	  724.0	  600.6	 2777.0	...
1213308	  723.7	  603.3	 2777.0	...
1213309	  725.8	  603.4	 2776.0	...
1213310	  725.6	  605.1	 2776.0	...
1213311	  725.6	  605.1	 2776.0	...
1213312	  725.7	  603.7	 2771.0	...
1213313	  725.9	  602.3	 2771.0	...
1213314	  727.2	  601.4	 2787.0	...
1213315	  727.5	  599.2	 2787.0	...
1213316	  725.1	  599.1	 2787.0	...
1213317	  724.4	  602.4	 2787.0	...
1213318	  724.4	  602.4	 2776.0	...
1213319	  725.6	  601.7	 2776.0	...
1213320	  725.2	  601.7	 2787.0	...
1213321	  725.1	  603.1	 2787.0	...
1213322	  725.1	  603.1	 2787.0	...
1213323	  726.5	  595.3	 2787.0	...
1213324	  726.2	  595.3	 2787.0	...
1213325	  725.1	  602.8	 2787.0	...
1213326	  723.6	  602.8	 2786.0	...
1213327	  723.9	  600.2	 2786.0	...
1213328	  724.1	  600.2	 2776.0	...
1213329	  726.9	  599.1	 2776.0	...
1213330	  727.1	  597.9	 2770.0	...
1213331	  724.8	  597.8	 2771.0	...
1213332	  724.6	  600.0	 2771.0	...
1213333	  724.3	  598.3	 2770.0	...
1213334	  723.9	  598.2	 2770.0	...
1213335	  724.0	  597.2	 2770.0	...
1213336	  723.9	  597.2	 2770.0	...
1213337	  723.4	  601.4	 2770.0	...
1213338	  724.0	  601.4	 2769.0	...
1213339	  724.0	  601.4	 2769.0	...
1213340	  724.1	  600.8	 2766.0	...
1213341	  723.2	  600.8	 2766.0	...
1213342	  723.6	  599.8	 2766.0	...
1213343	  723.7	  598.9	 2766.0	...
1213344	  723.7	  598.9	 2781.0	...
1213345	  723.7	  599.9	 2782.0	...
1213346	  723.7	  601.0	 2782.0	...
1213347	  726.1	  601.2	 2782.0	...
1213348	  726.1	  601.2	 2783.0	...
1213349	  726.6	  601.2	 2783.0	...
1213350	  726.5	  601.4	 2772.0	...
1213351	  724.6	  601.3	 2773.0	...
1213352	  724.6	  601.3	 2773.0	...
1213353	  724.7	  600.6	 2772.0	...
1213354	  724.7	  600.6	 2772.0	...
1213355	  724.4	  600.6	 2785.0	...
1213356	  724.4	  600.6	 2785.0	...
1213357	  724.4	  600.6	 2765.0	...
1213358	  724.9	  596.3	 2768.0	...
1213359	  725.2	  596.3	 2768.0	...
1213360	  724.6	  601.4	 2768.0	...
1213361	  723.8	  601.4	 2768.0	...
1213362	  724.2	  597.3	 2768.0	...
1213363	  724.8	  597.4	 2768.0	...
1213364	  725.3	  597.5	 2774.0	...
1213365	  725.3	  597.7	 2776.0	...
1213366	  725.2	  597.8	 2778.0	...
1213367	  724.5	  603.9	 2778.0	...
1213368	  724.5	  603.9	 2779.0	...
1213369	  724.2	  600.4	 2779.0	...
1213370	  724.2	  600.4	 2765.0	...
1213371	  724.6	  600.4	 2765.0	...
1213372	  724.6	  603.4	 2765.0	...
