** CONVERTED FROM ss00r01.edf using edfapi 4.2.762.0 Linux   standalone Jul 20 2023 on Thu Oct 17 13:11:11 2024
** DATE: Sat Oct 12 03:26:32 2024
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v4.51 Mar 13 2010
** CAMERA: EyeLink CL-OL HEAD Version 1.0 Sensor=BH9
** SERIAL NUMBER: CLO-ZAD17
** CAMERA_CONFIG: ZAD17140.SCD
**

MSG	1207252 DISPLAY_COORDS  0 0 1919 1079
MSG	1207264 RECCFG CR 1000 1 1 L
MSG	1207264 ELCLCFG TOWER
MSG	1207264 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	1207264 THRESHOLDS L 58 218
MSG	1207264 ELCL_PROC ELLIPSE  (5)
MSG	1207264 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
MSG	1207265 !MODE RECORD CR 1000 1 1 L
START	1207266 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	1000.00	TRACKING	CR	FILTER	1
SAMPLES	GAZE	LEFT	RATE	1000.00	TRACKING	CR	FILTER	1
1209309	  819.0	  626.5	 2817.0	...
1209310	  818.7	  625.5	 2813.0	...
1209311	  818.2	  625.5	 2813.0	...
1209312	  817.9	  628.3	 2808.0	...
1209313	  818.1	  628.3	 2805.0	...
1209314	  818.6	  626.6	 2805.0	...
1209315	  820.6	  627.5	 2807.0	...
1209316	  819.5	  627.6	 2821.0	...
1209317	  819.5	  627.8	 2820.0	...
1209318	  819.7	  627.8	 2820.0	...
1209319	  819.9	  627.8	 2820.0	...
1209320	  820.0	  627.5	 2818.0	...
1209321	  820.2	  627.2	 2819.0	...
1209322	  820.3	  627.2	 2819.0	...
1209323	  820.3	  628.9	 2822.0	...
1209324	  820.1	  628.8	 2822.0	...
1209325	  820.1	  628.8	 2814.0	...
1209326	  820.9	  628.8	 2814.0	...
1209327	  821.0	  627.3	 2817.0	...
1209328	  820.9	  627.3	 2820.0	...
1209329	  820.9	  627.0	 2814.0	...
1209330	  820.2	  627.0	 2813.0	...
1209331	  820.1	  627.4	 2813.0	...
1209332	  821.0	  623.8	 2805.0	...
1209333	  821.5	  623.9	 2805.0	...
1209334	  821.2	  625.9	 2834.0	...
1209335	  820.9	  628.0	 2834.0	...
1209336	  819.8	  635.7	 2834.0	...
1209337	  819.9	  635.7	 2834.0	...
1209338	  820.7	  630.1	 2833.0	...
1209339	  819.9	  630.1	 2811.0	...
1209340	  819.9	  630.1	 2811.0	...
1209341	  819.8	  628.3	 2814.0	...
1209342	  819.8	  628.3	 2816.0	...
1209343	  820.5	  630.9	 2816.0	...
1209344	  819.9	  632.0	 2827.0	...
1209345	  819.8	  633.2	 2827.0	...
1209346	  820.6	  633.2	 2825.0	...
1209347	  821.4	  633.4	 2825.0	...
1209348	  822.2	  633.4	 2832.0	...
1209349	  821.6	  634.6	 2834.0	...
1209350	  821.7	  634.0	 2829.0	...
1209351	  821.7	  634.0	 2829.0	...
MSG	1209352 Position changed
1209352	  821.8	  632.8	 2829.0	...
1209353	  820.0	  631.5	 2828.0	...
1209354	  819.9	  632.6	 2828.0	...
1209355	  822.9	  633.8	 2836.0	...
1209356	  822.8	  634.5	 2836.0	...
1209357	  820.4	  634.4	 2836.0	...
1209358	  820.3	  634.9	 2816.0	...
1209359	  820.4	  635.3	 2816.0	...
1209360	  821.3	  639.1	 2816.0	...
1209361	  821.3	  639.1	 2821.0	...
1209362	  821.3	  636.8	 2821.0	...
1209363	  821.4	  634.5	 2822.0	...
1209364	  821.3	  634.5	 2824.0	...
1209365	  821.1	  635.8	 2828.0	...
1209366	  821.1	  635.8	 2828.0	...
1209367	  824.0	  634.2	 2827.0	...
1209368	  824.1	  633.3	 2826.0	...
1209369	  821.3	  632.3	 2824.0	...
1209370	  820.0	  632.3	 2822.0	...
1209371	  819.0	  639.1	 2822.0	...
1209372	  819.4	  639.2	 2822.0	...
1209373	  820.4	  634.8	 2829.0	...
1209374	  821.4	  631.3	 2830.0	...
1209375	  822.0	  631.3	 2830.0	...
1209376	  821.5	  630.7	 2840.0	...
1209377	  820.9	  630.7	 2840.0	...
1209378	  821.2	  628.6	 2813.0	...
1209379	  822.5	  628.7	 2813.0	...
1209380	  822.2	  630.9	 2813.0	...
1209381	  822.7	  633.2	 2813.0	...
1209382	  823.0	  631.1	 2811.0	...
1209383	  821.7	  629.0	 2811.0	...
1209384	  821.7	  629.0	 2814.0	...
1209385	  821.0	  632.8	 2813.0	...
1209386	  821.0	  632.8	 2813.0	...
1209387	  822.6	  632.8	 2822.0	...
1209388	  822.0	  631.3	 2821.0	...
1209389	  821.5	  629.8	 2821.0	...
1209390	  821.5	  629.8	 2821.0	...
1209391	  821.2	  631.9	 2821.0	...
1209392	  821.2	  631.9	 2810.0	...
1209393	  820.0	  632.0	 2810.0	...
1209394	  820.0	  632.0	 2809.0	...
1209395	  820.1	  631.4	 2809.0	...
1209396	  820.1	  631.4	 2820.0	...
1209397	  818.6	  637.2	 2825.0	...
1209398	  817.9	  637.2	 2825.0	...
1209399	  818.7	  631.5	 2825.0	...
1209400	  818.7	  631.5	 2828.0	...
1209401	  818.7	  632.2	 2828.0	...
1209402	  818.8	  632.2	 2821.0	...
1209403	  818.8	  632.9	 2813.0	...
1209404	  821.4	  633.6	 2812.0	...
1209405	  821.5	  633.3	 2812.0	...
1209406	  820.9	  633.2	 2831.0	...
1209407	  821.2	  633.5	 2831.0	...
1209408	  821.2	  633.7	 2819.0	...
1209409	  822.1	  633.6	 2819.0	...
1209410	  822.1	  633.5	 2808.0	...
1209411	  822.8	  633.5	 2808.0	...
1209412	  821.6	  641.9	 2806.0	...
1209413	  821.7	  641.9	 2806.0	...
1209414	  821.8	  642.1	 2824.0	...
1209415	  821.8	  642.1	 2824.0	...
1209416	  822.8	  634.3	 2824.0	...
1209417	  822.6	  634.3	 2823.0	...
1209418	  820.3	  634.2	 2823.0	...
1209419	  820.4	  633.6	 2810.0	...
1209420	  820.7	  633.6	 2810.0	...
1209421	  821.3	  632.2	 2815.0	...
1209422	  820.8	  630.9	 2815.0	...
1209423	  821.1	  630.9	 2805.0	...
1209424	  820.9	  634.4	 2805.0	...
1209425	  820.6	  631.8	 2816.0	...
1209426	  820.6	  631.8	 2816.0	...
1209427	  820.3	  632.1	 2812.0	...
1209428	  820.3	  632.4	 2812.0	...
1209429	  820.9	  632.9	 2812.0	...
1209430	  822.9	  632.2	 2812.0	...
1209431	  822.9	  632.2	 2806.0	...
1209432	  820.4	  637.4	 2806.0	...
1209433	  820.5	  637.4	 2793.0	...
1209434	  820.7	  636.9	 2793.0	...
1209435	  822.0	  636.4	 2809.0	...
1209436	  822.1	  635.8	 2812.0	...
1209437	  821.8	  635.5	 2812.0	...
1209438	  821.6	  634.0	 2797.0	...
1209439	  820.7	  633.9	 2797.0	...
1209440	  819.8	  640.5	 2812.0	...
1209441	  819.8	  640.5	 2811.0	...
1209442	  820.8	  634.4	 2811.0	...
1209443	  820.9	  634.4	 2820.0	...
1209444	  821.1	  633.1	 2820.0	...
1209445	  821.0	  633.1	 2823.0	...
1209446	  820.8	  634.6	 2823.0	...
1209447	  820.1	  639.2	 2823.0	...
1209448	  820.0	  639.2	 2818.0	...
1209449	  820.9	  632.7	 2812.0	...
1209450	  822.3	  632.8	 2814.0	...
1209451	  822.4	  632.3	 2817.0	...
1209452	  822.0	  632.3	 2823.0	...
1209453	  819.7	  633.4	 2823.0	...
1209454	  819.5	  634.5	 2830.0	...
1209455	  818.9	  635.6	 2830.0	...
1209456	  818.8	  636.6	 2818.0	...
1209457	  820.0	  637.4	 2816.0	...
1209458	  819.9	  637.9	 2816.0	...
1209459	  820.6	  637.9	 2811.0	...
1209460	  821.2	  637.9	 2812.0	...
1209461	  821.3	  637.9	 2812.0	...
1209462	  821.3	  638.3	 2819.0	...
1209463	  820.5	  638.3	 2819.0	...
1209464	  819.6	  636.2	 2819.0	...
1209465	  819.6	  636.2	 2819.0	...
1209466	  818.7	  637.9	 2819.0	...
1209467	  818.7	  637.9	 2813.0	...
1209468	  818.6	  639.0	 2813.0	...
1209469	  818.2	  638.5	 2815.0	...
1209470	  818.2	  638.1	 2815.0	...
1209471	  819.1	  636.3	 2805.0	...
1209472	  819.6	  636.9	 2809.0	...
1209473	  819.6	  636.9	 2813.0	...
1209474	  820.7	  636.9	 2815.0	...
1209475	  820.7	  636.9	 2815.0	...
1209476	  821.2	  637.1	 2802.0	...
1209477	  821.1	  637.1	 2802.0	...
1209478	  820.7	  639.4	 2812.0	...
1209479	  818.0	  638.8	 2812.0	...
1209480	  818.1	  638.2	 2812.0	...
1209481	  818.1	  638.2	 2818.0	...
1209482	  817.8	  640.0	 2819.0	...
1209483	  817.8	  639.6	 2819.0	...
1209484	  819.4	  639.2	 2814.0	...
1209485	  819.4	  639.1	 2812.0	...
1209486	  819.4	  639.1	 2812.0	...
1209487	  819.8	  639.1	 2819.0	...
1209488	  820.7	  632.1	 2819.0	...
1209489	  822.6	  632.1	 2820.0	...
1209490	  822.4	  633.1	 2820.0	...
1209491	  820.4	  632.9	 2822.0	...
1209492	  820.4	  632.9	 2822.0	...
1209493	  820.4	  632.7	 2804.0	...
1209494	  820.4	  632.5	 2804.0	...
EFIX L   1209232	1209494	263	  820.2	  631.9	   2821
SSACC L  1209495
1209495	  819.9	  633.9	 2805.0	...
1209496	  819.8	  634.1	 2806.0	...
1209497	  819.3	  634.3	 2806.0	...
1209498	  819.2	  635.3	 2811.0	...
1209499	  819.2	  635.3	 2816.0	...
1209500	  815.6	  636.0	 2816.0	...
1209501	  808.4	  635.7	 2814.0	...
1209502	  805.9	  635.6	 2814.0	...
1209503	  792.9	  635.7	 2814.0	...
1209504	  777.5	  635.1	 2828.0	...
1209505	  767.2	  634.7	 2830.0	...
1209506	  751.9	  634.1	 2830.0	...
1209507	  730.3	  632.4	 2830.0	...
1209508	  686.2	  629.5	 2838.0	...
1209509	  658.0	  617.4	 2845.0	...
1209510	  644.9	  614.8	 2847.0	...
1209511	  618.0	  613.8	 2863.0	...
1209512	  592.4	  612.2	 2895.0	...
1209513	  579.3	  611.3	 2898.0	...
1209514	  579.5	  609.1	 2921.0	...
1209515	  548.1	  607.2	 2922.0	...
1209516	  539.9	  606.6	 2935.0	...
1209517	  531.7	  605.9	 2935.0	...
1209518	  520.2	  599.2	 2938.0	...
1209519	  490.1	  589.8	 2940.0	...
1209520	  464.2	  587.6	 2941.0	...
1209521	  437.8	  586.0	 2943.0	...
1209522	  409.8	  584.1	 2944.0	...
1209523	  392.1	  582.4	 2944.0	...
1209524	  376.6	  579.0	 2945.0	...
1209525	  363.4	  575.8	 2945.0	...
1209526	  348.3	  564.1	 2940.0	...
1209527	  336.4	  562.9	 2935.0	...
1209528	  327.7	  561.4	 2907.0	...
1209529	  321.5	  560.1	 2907.0	...
1209530	  321.5	  560.1	 2919.0	...
1209531	  316.6	  557.5	 2919.0	...
1209532	  316.6	  557.6	 2920.0	...
1209533	  319.0	  557.9	 2921.0	...
1209534	  323.8	  559.1	 2921.0	...
1209535	  334.1	  560.8	 2916.0	...
1209536	  338.4	  567.0	 2904.0	...
1209537	  347.7	  568.0	 2904.0	...
1209538	  357.3	  568.7	 2905.0	...
1209539	  365.9	  569.5	 2907.0	...
1209540	  376.3	  567.6	 2920.0	...
1209541	  378.3	  567.8	 2920.0	...
1209542	  384.0	  566.2	 2920.0	...
1209543	  389.7	  566.8	 2884.0	...
1209544	  394.3	  567.8	 2884.0	...
1209545	  395.0	  567.9	 2884.0	...
1209546	  395.0	  567.9	 2883.0	...
1209547	  395.0	  567.9	 2882.0	...
ESACC L  1209495	1209547	53	  820.0	  633.5	  394.1	  566.1	   8.10	    422
SFIX L   1209548
1209548	  392.2	  562.6	 2881.0	...
1209549	  392.2	  562.6	 2881.0	...
1209550	  391.5	  561.1	 2887.0	...
1209551	  391.0	  561.1	 2887.0	...
1209552	  390.6	  559.8	 2887.0	...
1209553	  390.1	  559.8	 2887.0	...
1209554	  389.2	  568.7	 2882.0	...
1209555	  388.8	  568.7	 2882.0	...
1209556	  388.4	  568.7	 2892.0	...
1209557	  381.8	  566.6	 2892.0	...
1209558	  382.6	  566.7	 2890.0	...
1209559	  382.6	  568.2	 2889.0	...
1209560	  377.8	  569.2	 2886.0	...
1209561	  376.1	  576.7	 2886.0	...
1209562	  376.1	  576.7	 2886.0	...
1209563	  373.7	  571.4	 2882.0	...
1209564	  372.7	  571.3	 2882.0	...
1209565	  370.3	  570.3	 2882.0	...
1209566	  370.3	  570.3	 2869.0	...
1209567	  370.2	  572.3	 2869.0	...
1209568	  370.1	  573.1	 2874.0	...
1209569	  367.8	  573.6	 2873.0	...
1209570	  366.6	  575.7	 2872.0	...
1209571	  366.6	  575.7	 2872.0	...
1209572	  364.4	  575.5	 2861.0	...
1209573	  363.9	  575.5	 2861.0	...
1209574	  364.0	  575.5	 2863.0	...
1209575	  363.9	  576.4	 2865.0	...
1209576	  365.0	  577.4	 2875.0	...
1209577	  365.0	  577.4	 2869.0	...
1209578	  364.5	  577.5	 2869.0	...
1209579	  364.5	  577.5	 2869.0	...
1209580	  364.8	  577.5	 2879.0	...
1209581	  365.0	  577.5	 2881.0	...
1209582	  364.3	  577.9	 2881.0	...
1209583	  364.3	  577.9	 2868.0	...
1209584	  365.3	  578.7	 2868.0	...
1209585	  365.3	  579.4	 2875.0	...
1209586	  365.4	  577.9	 2869.0	...
1209587	  365.4	  577.7	 2869.0	...
1209588	  367.2	  577.9	 2864.0	...
1209589	  367.3	  577.9	 2864.0	...
1209590	  367.3	  577.9	 2876.0	...
1209591	  370.0	  576.9	 2876.0	...
1209592	  370.0	  576.9	 2879.0	...
1209593	  365.9	  576.6	 2879.0	...
1209594	  367.0	  576.7	 2874.0	...
1209595	  367.8	  579.0	 2874.0	...
1209596	  367.7	  581.3	 2883.0	...
1209597	  366.6	  581.2	 2883.0	...
1209598	  366.6	  581.2	 2881.0	...
1209599	  367.5	  581.3	 2879.0	...
1209600	  367.7	  578.5	 2880.0	...
1209601	  365.7	  578.3	 2880.0	...
1209602	  365.7	  578.5	 2880.0	...
1209603	  365.7	  578.6	 2882.0	...
1209604	  364.2	  577.7	 2882.0	...
1209605	  364.2	  577.7	 2879.0	...
1209606	  364.5	  579.7	 2875.0	...
1209607	  364.5	  579.8	 2874.0	...
1209608	  364.5	  581.2	 2874.0	...
1209609	  364.5	  581.2	 2864.0	...
1209610	  364.7	  576.3	 2856.0	...
1209611	  364.7	  576.3	 2856.0	...
1209612	  364.0	  581.4	 2876.0	...
1209613	  364.0	  581.0	 2876.0	...
1209614	  363.5	  580.9	 2870.0	...
1209615	  363.4	  581.7	 2870.0	...
1209616	  361.8	  581.6	 2883.0	...
1209617	  362.0	  577.4	 2883.0	...
1209618	  363.7	  577.6	 2882.0	...
1209619	  363.7	  576.7	 2881.0	...
1209620	  363.7	  576.7	 2871.0	...
1209621	  363.8	  575.4	 2871.0	...
1209622	  363.8	  575.4	 2871.0	...
1209623	  363.2	  587.5	 2871.0	...
1209624	  363.6	  587.5	 2874.0	...
1209625	  363.6	  586.8	 2878.0	...
1209626	  363.6	  586.2	 2882.0	...
1209627	  361.2	  585.6	 2882.0	...
1209628	  361.3	  585.1	 2870.0	...
1209629	  365.5	  585.0	 2874.0	...
1209630	  365.5	  585.0	 2874.0	...
1209631	  365.3	  584.9	 2874.0	...
1209632	  365.1	  584.7	 2872.0	...
1209633	  362.4	  584.5	 2872.0	...
1209634	  362.3	  584.8	 2872.0	...
1209635	  362.3	  585.2	 2878.0	...
1209636	  363.0	  585.3	 2878.0	...
1209637	  363.0	  584.8	 2879.0	...
1209638	  362.8	  584.3	 2879.0	...
1209639	  362.8	  584.3	 2879.0	...
1209640	  361.7	  584.2	 2879.0	...
1209641	  361.9	  580.5	 2875.0	...
1209642	  363.0	  580.7	 2872.0	...
1209643	  361.5	  580.5	 2878.0	...
1209644	  361.3	  585.1	 2884.0	...
1209645	  362.6	  585.2	 2884.0	...
1209646	  362.7	  582.1	 2884.0	...
1209647	  363.6	  582.2	 2890.0	...
1209648	  363.5	  581.9	 2890.0	...
1209649	  363.3	  581.9	 2866.0	...
1209650	  363.1	  586.9	 2865.0	...
1209651	  363.1	  586.9	 2865.0	...
1209652	  362.8	  588.3	 2872.0	...
1209653	  362.8	  588.0	 2872.0	...
1209654	  362.7	  587.6	 2852.0	...
1209655	  362.8	  581.7	 2853.0	...
1209656	  362.8	  581.7	 2854.0	...
1209657	  363.5	  586.2	 2869.0	...
1209658	  363.5	  586.2	 2869.0	...
1209659	  364.3	  578.5	 2850.0	...
1209660	  364.8	  578.5	 2850.0	...
1209661	  364.7	  581.0	 2846.0	...
1209662	  362.4	  580.7	 2846.0	...
1209663	  362.4	  580.9	 2863.0	...
1209664	  364.6	  581.0	 2863.0	...
1209665	  364.6	  581.0	 2855.0	...
1209666	  363.9	  583.4	 2855.0	...
1209667	  363.2	  585.4	 2871.0	...
1209668	  363.2	  585.4	 2871.0	...
1209669	  363.3	  583.6	 2871.0	...
1209670	  363.8	  582.9	 2871.0	...
1209671	  363.9	  582.9	 2865.0	...
1209672	  363.9	  582.7	 2857.0	...
1209673	  362.5	  582.3	 2860.0	...
1209674	  362.5	  582.3	 2863.0	...
1209675	  361.5	  584.2	 2873.0	...
1209676	  361.5	  584.2	 2873.0	...
1209677	  362.4	  587.3	 2866.0	...
1209678	  362.4	  585.9	 2866.0	...
1209679	  361.5	  585.8	 2879.0	...
1209680	  360.8	  583.7	 2879.0	...
1209681	  361.6	  583.8	 2868.0	...
1209682	  362.5	  583.8	 2861.0	...
1209683	  362.5	  583.8	 2861.0	...
1209684	  363.6	  585.5	 2860.0	...
1209685	  363.6	  585.5	 2860.0	...
1209686	  364.0	  587.2	 2864.0	...
1209687	  364.0	  587.2	 2864.0	...
1209688	  363.3	  590.4	 2864.0	...
1209689	  362.6	  590.3	 2876.0	...
1209690	  361.2	  584.3	 2876.0	...
1209691	  361.2	  584.3	 2857.0	...
1209692	  361.9	  590.4	 2857.0	...
1209693	  361.9	  590.4	 2857.0	...
1209694	  362.7	  584.0	 2858.0	...
1209695	  362.7	  584.0	 2859.0	...
1209696	  362.4	  590.1	 2880.0	...
1209697	  361.8	  590.0	 2880.0	...
1209698	  362.1	  585.0	 2874.0	...
1209699	  362.1	  585.3	 2874.0	...
1209700	  361.7	  585.6	 2874.0	...
1209701	  361.3	  584.6	 2860.0	...
1209702	  360.6	  583.5	 2860.0	...
1209703	  360.4	  583.7	 2860.0	...
1209704	  360.4	  583.9	 2860.0	...
1209705	  360.2	  583.4	 2859.0	...
1209706	  360.2	  583.4	 2859.0	...
1209707	  360.0	  589.1	 2870.0	...
1209708	  359.6	  589.1	 2870.0	...
1209709	  359.9	  582.1	 2870.0	...
1209710	  359.9	  582.1	 2870.0	...
1209711	  359.7	  586.8	 2871.0	...
1209712	  361.0	  590.2	 2871.0	...
1209713	  361.0	  590.2	 2866.0	...
1209714	  361.1	  589.7	 2866.0	...
1209715	  361.1	  589.3	 2865.0	...
1209716	  361.2	  587.2	 2865.0	...
1209717	  360.9	  587.3	 2858.0	...
1209718	  360.9	  587.3	 2860.0	...
1209719	  360.9	  587.3	 2862.0	...
1209720	  359.3	  587.2	 2862.0	...
1209721	  359.3	  587.4	 2860.0	...
1209722	  358.6	  587.3	 2860.0	...
1209723	  358.2	  583.0	 2861.0	...
1209724	  356.6	  580.9	 2861.0	...
1209725	  356.6	  580.9	 2861.0	...
1209726	  359.9	  591.6	 2865.0	...
1209727	  359.9	  591.6	 2865.0	...
1209728	  357.3	  583.2	 2863.0	...
1209729	  357.3	  583.2	 2861.0	...
1209730	  356.9	  583.1	 2862.0	...
1209731	  356.9	  582.9	 2862.0	...
1209732	  359.6	  583.2	 2862.0	...
1209733	  359.6	  582.8	 2862.0	...
1209734	  359.6	  582.8	 2861.0	...
1209735	  359.5	  586.6	 2859.0	...
1209736	  359.4	  586.6	 2857.0	...
1209737	  359.3	  588.5	 2858.0	...
1209738	  359.3	  588.5	 2858.0	...
1209739	  359.5	  588.5	 2862.0	...
1209740	  359.6	  588.4	 2861.0	...
1209741	  359.2	  587.8	 2861.0	...
1209742	  358.7	  587.8	 2861.0	...
1209743	  358.9	  586.0	 2853.0	...
1209744	  358.9	  586.2	 2848.0	...
1209745	  359.6	  586.5	 2848.0	...
1209746	  359.6	  586.5	 2850.0	...
1209747	  359.2	  585.7	 2852.0	...
1209748	  358.7	  584.9	 2864.0	...
1209749	  358.6	  584.0	 2864.0	...
1209750	  358.5	  584.0	 2859.0	...
1209751	  356.7	  588.8	 2859.0	...
1209752	  356.7	  588.8	 2850.0	...
1209753	  356.6	  588.9	 2851.0	...
1209754	  357.3	  588.9	 2851.0	...
1209755	  357.2	  586.4	 2852.0	...
1209756	  357.2	  586.4	 2853.0	...
1209757	  358.3	  587.4	 2860.0	...
1209758	  358.3	  587.4	 2860.0	...
1209759	  358.5	  583.1	 2844.0	...
1209760	  358.4	  583.1	 2844.0	...
1209761	  358.4	  583.2	 2846.0	...
1209762	  359.4	  583.5	 2848.0	...
1209763	  359.3	  587.8	 2848.0	...
1209764	  356.2	  587.5	 2848.0	...
1209765	  354.7	  587.4	 2854.0	...
1209766	  354.7	  587.9	 2852.0	...
1209767	  355.3	  588.4	 2852.0	...
1209768	  355.8	  588.5	 2861.0	...
1209769	  357.5	  588.6	 2861.0	...
1209770	  357.3	  586.2	 2859.0	...
1209771	  357.0	  586.1	 2859.0	...
1209772	  357.0	  586.1	 2852.0	...
1209773	  354.8	  584.5	 2844.0	...
1209774	  354.8	  583.3	 2834.0	...
1209775	  355.6	  583.4	 2834.0	...
1209776	  356.3	  583.5	 2834.0	...
1209777	  357.4	  584.7	 2834.0	...
1209778	  357.4	  584.7	 2862.0	...
1209779	  357.5	  586.4	 2862.0	...
1209780	  357.4	  588.2	 2864.0	...
1209781	  357.2	  588.1	 2864.0	...
1209782	  357.2	  586.1	 2851.0	...
1209783	  357.3	  583.8	 2851.0	...
1209784	  356.6	  583.8	 2859.0	...
1209785	  356.9	  583.7	 2853.0	...
1209786	  356.9	  583.7	 2852.0	...
1209787	  357.1	  580.1	 2851.0	...
1209788	  357.0	  580.9	 2855.0	...
1209789	  357.0	  581.8	 2858.0	...
1209790	  356.7	  581.5	 2858.0	...
1209791	  356.7	  581.5	 2857.0	...
1209792	  357.0	  585.8	 2857.0	...
1209793	  357.0	  584.5	 2839.0	...
1209794	  356.5	  584.4	 2844.0	...
1209795	  357.3	  584.5	 2848.0	...
1209796	  357.3	  584.5	 2850.0	...
1209797	  357.5	  584.5	 2850.0	...
1209798	  357.4	  585.8	 2845.0	...
1209799	  355.9	  586.9	 2845.0	...
1209800	  355.9	  586.5	 2844.0	...
1209801	  356.5	  586.6	 2844.0	...
1209802	  356.5	  584.9	 2837.0	...
1209803	  356.5	  584.9	 2837.0	...
1209804	  356.4	  586.7	 2841.0	...
1209805	  355.8	  586.6	 2841.0	...
EFIX L   1209548	1209805	258	  363.0	  582.3	   2866
SSACC L  1209806
1209806	  349.5	  586.0	 2846.0	...
1209807	  349.5	  586.1	 2851.0	...
1209808	  345.9	  584.5	 2850.0	...
1209809	  345.9	  584.5	 2850.0	...
1209810	  339.7	  582.8	 2849.0	...
1209811	  333.5	  581.1	 2849.0	...
1209812	  324.2	  577.4	 2860.0	...
1209813	  323.7	  577.0	 2860.0	...
1209814	  318.2	  579.1	 2872.0	...
1209815	  312.6	  578.5	 2872.0	...
1209816	  310.8	  572.8	 2842.0	...
1209817	  310.8	  572.8	 2841.0	...
1209818	  304.3	  564.6	 2841.0	...
1209819	  304.3	  564.6	 2836.0	...
ESACC L  1209806	1209819	14	  351.6	  586.2	  305.1	  564.6	   1.00	     87
SFIX L   1209820
1209820	  306.9	  564.5	 2836.0	...
1209821	  306.9	  564.1	 2836.0	...
1209822	  306.9	  564.1	 2836.0	...
1209823	  311.3	  562.8	 2832.0	...
1209824	  314.2	  563.1	 2832.0	...
1209825	  314.0	  567.9	 2846.0	...
1209826	  314.9	  568.0	 2861.0	...
1209827	  315.8	  568.2	 2861.0	...
1209828	  316.7	  570.5	 2838.0	...
1209829	  316.9	  573.8	 2838.0	...
1209830	  316.9	  573.8	 2825.0	...
1209831	  319.7	  574.5	 2825.0	...
1209832	  319.8	  575.0	 2837.0	...
1209833	  319.8	  574.3	 2840.0	...
1209834	  319.9	  574.3	 2842.0	...
1209835	  320.0	  572.2	 2842.0	...
1209836	  317.1	  570.5	 2841.0	...
1209837	  317.1	  570.5	 2839.0	...
1209838	  320.0	  571.7	 2840.0	...
1209839	  320.0	  572.6	 2841.0	...
1209840	  317.5	  572.0	 2852.0	...
1209841	  317.5	  572.0	 2852.0	...
1209842	  318.9	  573.1	 2854.0	...
1209843	  318.9	  573.1	 2854.0	...
1209844	  318.9	  572.1	 2856.0	...
1209845	  318.9	  571.1	 2856.0	...
1209846	  318.1	  571.0	 2849.0	...
1209847	  318.1	  571.0	 2844.0	...
1209848	  319.0	  571.2	 2844.0	...
1209849	  319.0	  571.2	 2824.0	...
1209850	  318.9	  571.9	 2824.0	...
1209851	  318.7	  572.5	 2840.0	...
1209852	  318.7	  572.9	 2849.0	...
1209853	  318.7	  573.2	 2849.0	...
1209854	  319.7	  573.3	 2831.0	...
1209855	  320.4	  573.4	 2831.0	...
1209856	  320.4	  573.4	 2841.0	...
1209857	  318.7	  574.3	 2845.0	...
1209858	  318.7	  574.3	 2853.0	...
1209859	  318.8	  572.5	 2853.0	...
1209860	  318.8	  570.8	 2842.0	...
1209861	  318.8	  570.8	 2853.0	...
1209862	  319.0	  571.3	 2853.0	...
1209863	  319.1	  571.3	 2843.0	...
1209864	  319.2	  570.5	 2843.0	...
1209865	  319.6	  570.5	 2844.0	...
1209866	  319.6	  570.5	 2844.0	...
1209867	  320.2	  572.8	 2823.0	...
1209868	  320.8	  572.8	 2823.0	...
1209869	  320.8	  572.8	 2838.0	...
1209870	  319.1	  576.6	 2840.0	...
1209871	  319.1	  576.6	 2840.0	...
1209872	  319.4	  569.9	 2841.0	...
1209873	  319.1	  569.9	 2841.0	...
1209874	  319.1	  569.9	 2838.0	...
1209875	  317.6	  569.8	 2835.0	...
1209876	  317.2	  570.2	 2835.0	...
1209877	  317.2	  570.6	 2833.0	...
1209878	  322.0	  571.1	 2833.0	...
1209879	  322.1	  568.0	 2833.0	...
1209880	  322.2	  568.0	 2833.0	...
1209881	  322.1	  570.7	 2844.0	...
1209882	  319.2	  570.4	 2844.0	...
1209883	  319.2	  571.6	 2841.0	...
1209884	  319.1	  572.8	 2838.0	...
1209885	  318.4	  572.7	 2825.0	...
1209886	  318.4	  571.5	 2825.0	...
1209887	  318.4	  573.9	 2835.0	...
1209888	  318.5	  573.9	 2828.0	...
1209889	  319.7	  574.8	 2828.0	...
1209890	  319.7	  574.8	 2826.0	...
1209891	  320.7	  574.4	 2826.0	...
1209892	  320.7	  574.0	 2828.0	...
1209893	  320.3	  571.8	 2828.0	...
1209894	  320.5	  571.4	 2828.0	...
1209895	  320.7	  571.5	 2839.0	...
1209896	  320.6	  574.0	 2850.0	...
1209897	  321.9	  574.1	 2850.0	...
1209898	  321.8	  576.4	 2850.0	...
1209899	  320.2	  576.2	 2845.0	...
1209900	  320.2	  576.3	 2840.0	...
1209901	  318.7	  576.2	 2840.0	...
1209902	  318.8	  574.7	 2843.0	...
1209903	  320.4	  574.9	 2847.0	...
1209904	  320.4	  574.9	 2842.0	...
1209905	  321.1	  574.8	 2836.0	...
